0220;0220;–;1;Harnstoffnitrat, trocken oder angefeuchtet mit weniger als 20Masse-% Wasse
0220;0220;–;4.1;Harnstoffnitrat, angefeuchtet mit mindestens 10Masse-% Wasser
0221;0221;–;1;Gefechtsköpfe, Torpedo, mit Sprengladung
0222;0222;–;1;Ammoniumnitrat, mit mehr als 0,2% brennbaren Stoffen, einschließlich jedes als Kohlenstoff berechneten organischen Stoffes, unter Ausschluss jedes anderen zugesetzten Stoffes
0223;0223;–;1;Ammoniumnitrat-Düngemittel mit einer größeren Sensibilität als Ammoniumnitrat mit 0,2% brennbaren Stoffen, einschließlich jedes als Kohlenstoff berechneten organischen Stoffes, unter Ausschluss jedes anderen zugesetzten Stoffes
0224;0224;–;1;Bariumazid, trocken oder angefeuchtet mit weniger als 50Masse-% Wasse
0225;0225;–;1;Zündverstärker, mit Detonator
0226;0226;–;1;Oktogen (HMX), angefeuchtet mit mindestens 15Masse-% Wasser
0234;0234;–;1;Natriumdinitroorthokresolat, trocken oder angefeuchtet mit weniger als 15Masse-% Wasser
0234;0234;–;4.1;Natriumdinitroorthokresolat, angefeuchtet mit mindestens 10Masse-% Wasser
0235;0235;–;1;Natriumpikramat, trocken oder angefeuchtet mit weniger als 20Masse-% Wasser
0236;0236;–;1;Zirconiumpikramat, trocken oder angefeuchtet mit weniger als 20Masse-% Wasser
0237;0237;–;1;Schneidladung, biegsam, gestreckt
0238;0240;–;1;Raketen, Leinenwurf
0241;0241;–;1;Sprengstoff, Typ E
0242;0242;–;1;Treibladungen für Geschütze
0243;0244;–;1;Munition, Brand, weißer Phosphor, mit Zerleger, Ausstoß- oder Treibladung
0245;0246;–;1;Munition, Nebel, weißer Phosphor, mit Zerleger, Ausstoß- oder Treibladung
0247;0247;–;1;Munition, Brand, mit flüssigem oder geliertem Brandstoff, mit Zerleger, Ausstoß- oder Treibladung
0248;0249;–;1;Vorrichtungen, durch Wasser aktivierbar, mit Zerleger, Ausstoß- oder Treibladung
0250;0250;–;1;Raketentriebwerke mit Hypergolen, mit oder ohne Ausstoßladung
0254;0254;–;1;Munition, Leucht, mit oder ohne Zerleger, Ausstoß- oder Treibladung
0255;0255;–;1;Sprengkapseln, elektrisch
0257;0257;–;1;Zünder, sprengkräftig
0266;0266;–;1;Oktolit (Octol), trocken oder angefeuchtet mit weniger als 15Masse-% Wasser
0267;0267;–;1;Sprengkapseln, nicht elektrisch
0268;0268;–;1;Zündverstärker, mit Detonator
0271;0272;–;1;Treibladungen für Geschütze
0275;0276;–;1;Kartusche für technische Zwecke
0277;0278;–;1;Kartuschen, Erdölbohrloch
0279;0279;–;1;Treibladungen für Geschütze
0280;0281;–;1;Raketenmotoren
0282;0282;–;1;Nitroguanidin (Picrit), trocken oder angefeuchtet mit weniger als 20Masse-% Wasser
0283;0283;–;1;Zündverstärker, ohne Detonator
0284;0285;–;1;Granaten, Hand oder Gewehr, mit Sprengladung
0286;0287;–;1;Gefechtsköpfe, Rakete, mit Sprengladung
0288;0288;–;1;Schneidladung, biegsam, gestreckt
0289;0289;–;1;Sprengschnur, biegsam
0290;0290;–;1;Sprengschnur, mit Metallmantel
0291;0291;–;1;Bomben, mit Sprengladung
0292;0293;–;1;Granaten, Hand oder Gewehr, mit Sprengladung
0294;0294;–;1;Minen, mit Sprengladung
0295;0295;–;1;Raketen, mit Sprengladung
0296;0296;–;1;Falllote, mit Explosivstoff
0297;0297;–;1;Munition, Leucht, mit oder ohne Zerleger, Ausstoß- oder Treibladung
0299;0299;–;1;Bomben, Blitzlicht
0300;0300;–;1;Munition, Brand, mit oder ohne Zerleger, Ausstoß- oder Treibladung
0301;0301;–;1;Munition, Augenreizstoff, mit Zerleger, Ausstoß- oder Treibladung
0303;0303;–;1;Munition, Nebel, mit oder ohne Zerleger, Ausstoß- oder Treibladung oder Munition, Nebel, mit oder ohne Zerleger, Ausstoß- oder Treibladung, mit ätzenden Stoffen
0305;0305;–;1;Blitzlichtpulver
0306;0306;–;1;Leuchtspurkörper für Munition
0312;0312;–;1;Patronen, Signal
0313;0313;–;1;Signalkörper, Rauch
0314;0315;–;1;Anzünder
0316;0317;–;1;Zünder, nicht sprengkräftig
0318;0318;–;1;Granaten, Übung, Hand oder Gewehr
0319;0320;–;1;Treibladungsanzünder
0321;0321;–;1;Patronen für Waffen, mit Sprengladung
0322;0322;–;1;Raketentriebwerke, mit Hypergolen, mit oder ohne Ausstoßladung
0323;0323;–;1;Kartuschen für technische Zwecke
0324;0324;–;1;Geschosse, mit Sprengladung
0325;0325;–;1;Anzünder
0326;0327;–;1;Patronen für Waffen, Manöver oder Patronen für Handfeuerwaffen, Manöver oder Patronen für Werkzeuge, ohne Geschoss
0328;0328;–;1;Patronen für Waffen, mit inertem Geschoss oder Patronen für Handfeuerwaffen
0329;0330;–;1;Torpedos, mit Sprengladung
0331;0331;1.5D;1;Sprengstoff Typ B
0332;0332;1.5D;1;Sprengstoff Typ E
0333;0337;–;1;Feuerwerkskörper
0338;0338;–;1;Patronen für Waffen, Manöver oder Patronen für Handfeuerwaffen, Manöver oder Patronen für Werkzeuge, ohne Geschoss
0339;0339;–;1;Patronen für Waffen mit inertem Geschoss oder Patronen für Handfeuerwaffen
0340;0340;–;1;Nitrocellulose, trocken oder angefeuchtet mit weniger als 25Masse-% Wasser (oder Alkohol)
0341;0341;–;1;Nitrocellulose, nicht behandelt oder plastifiziert mit weniger als 18Masse-% Plastifizierungsmittel
0342;0342;–;1;Nitrocellulose, angefeuchtet mit mindestens 25Masse-% Alkohol
0343;0343;–;1;Nitrocellulose, plastifiziert, mit mindestens 18Masse-% Plastifizierungsmittel
0344;0344;–;1;Geschosse, mit Sprengladung
0345;0345;–;1;Geschosse, inert, mit Leuchtspurmitteln
0346;0347;–;1;Geschosse, mit Zerleger oder Ausstoßladung
0348;0348;–;1;Patronen für Waffen, mit Sprengladung
0349;0356;–;1;Gegenstände mit Explosivstoff, N.A.G.
0357;0359;–;1;Explosive Stoffe, N.A.G.
0360;0361;–;1;Zündeinrichtungen für Sprengungen, nicht elektrisch
0362;0362;–;1;Munition, Übung
0363;0363;–;1;Munition, Prüfung
0364;0366;–;1;Detonatoren für Munition
0367;0367;–;1;Zünder, sprengfähig
0368;0368;–;1;Zünder, nicht sprengfähig
0369;0369;–;1;Gefechtsköpfe, Rakete, mit Sprengladung
0370;0371;–;1;Gefechtsköpfe, Rakete, mit Zerleger oder Ausstoßladung
0372;0372;–;1;Granaten, Übung, Hand oder Gewehr
0373;0373;–;1;Signalkörper, Hand
0374;0375;–;1;Falllote, mit Explosivstoff
0376;0376;–;1;Treibladungsanzünder
0377;0378;–;1;Anzündhütchen
0379;0379;–;1;Treibladungshülsen, leer, mit Treibladungsanzünder
0380;0380;–;1;Gegenstände, pyrophor
0381;0381;–;1;Kartuschen für technische Zwecke
0382;0384;–;1;Bestandteile, Zündkette, N.A.G.
0385;0385;–;1;5-Nitrobenzotriazol
0386;0386;–;1;Trinitrobenzensulfonsäure
0387;0387;–;1;Trinitrofluorenon
0388;0388;–;1;Trinitrotoluol (TNT) in Mischung mit Trinitrobenzen oder Trinitrotoluol (TNT) in Mischung mit Hexanitrostilben
0389;0389;–;1;Trinitrotoluol (TNT) in Mischung mit Trinitrobenzen und Hexanitrostilben
0390;0390;–;1;Tritonal
0391;0391;–;1;Hexogen (RDX), in Mischung mit Oktogen (HMX), angefeuchtet mit mindestens 15Masse-% Wasser oder desensibilisiert mit mindestens 10Masse-% Phlegmatisierungsmittel
0392;0392;–;1;Trinitrotoluen (TNT) in Mischung mit Trinitrobenzen oder Trinitrotoluen (TNT) in Mischung mit Hexanitrostilben
0393;0393;–;1;Hexotonal
0394;0394;–;1;Trinitroresorcinol (Styphninsäure), angefeuchtet mit mindestens 20Masse-% Wasser oder einer Alkohol/Wasser-Mischung
0395;0396;–;1;Raketenmotoren, Flüssigtreibstoff
0397;0398;–;1;Raketenmotoren, Flüssigtreibstoff, mit Sprengladung
0399;0399;–;1;Bomben, die entzündbare Flüssigkeiten enthalten, mit Sprengladung
0400;0400;–;1;Bomben, die entzündbare Flüssigkeiten enthalten, mit Sprengladung
0401;0401;–;1;Diprikylsulfid, trocken oder angefeuchtet mit weniger als 10Masse-% Wasser
0402;0402;–;1;Ammoniumperchlorat
0403;0404;–;1;Leuchtkörper, Luftfahrzeug
0405;0405;–;1;Patronen, Signal
0406;0406;–;1;Dinitrosobenzen
0407;0407;–;1;Tetrazol-1-essigsäure
0408;0410;–;1;Zünder, sprengkräftig, mit Sicherungsvorrichtungen
0411;0411;–;1;Nitropenta (PETN), mit nicht weniger als 7Masse-% Wachs
0412;0412;–;1;Patronen für Waffen, mit Sprengladung
0413;0413;–;1;Patronen für Waffen, Manöver oder Patronen für Handfeuerwaffen, Manöver oder Patronen für Werkzeuge, ohne Geschoss
0414;0415;–;1;Treibladungen für Geschütze
0417;0417;–;1;Patronen für Waffen, mit inertem Geschoss oder Patronen für Handfeuerwaffen
0418;0419;–;1;Leuchtkörper, Boden
0420;0421;–;1;Leuchtkörper, Luftfahrzeug
0424;0425;–;1;Geschosse, inert, mit Leuchtspurmitteln
0426;0427;–;1;Geschosse, mit Zerleger oder Ausstoßladung
0428;0432;–;1;Pyrotechnische Gegenstände für technische Zwecke
0433;0433;–;1;Pulverrohmasse, angefeuchtet mit nicht weniger als 17Masse-% Alkohol
0434;0435;–;1;Geschosse, mit Zerleger oder Ausstoßladung
0436;0438;–;1;Raketen, mit Ausstoßladung
0439;0441;–;1;Hohlladungen, ohne Zündmittel
0442;0445;–;1;Sprengladungen, gewerbliche, ohne Zündmittel
0446;0447;–;1;Treibladungshülsen, verbrennlich, leer, ohne Treibladungszünder
0448;0448;–;1;5-Mercaptotetrazol-1-essigsäure
0449;0449;–;1;Torpedos, mit Flüssigtreibstoff, mit oder ohne Sprengladung
0450;0450;–;1;Torpedos, mit Flüssigtreibstoff, mit inertem Kopf
0451;0451;–;1;Torpedos, mit Sprengladung
0452;0452;–;1;Granaten, Übung, Hand oder Gewehr
0453;0453;–;1;Raketen, Leinenwurf
0454;0454;–;1;Anzünder
0455;0455;–;1;Sprengkapseln, nicht elektrisch
0456;0456;–;1;Sprengkapseln, elektrisch
0457;0459;–;1;Sprengladungen, kunststoffgebunden
0461;0461;–;1;Bestandteile, Zündkette
0462;0472;–;1;Gegenstände mit Explosivstoff, N.A.G.
0473;0481;–;1;Explosive Stoffe, N.A.G.
0482;0482;–;1;Explosive Stoffe, sehr unempfindlich N.A.G. (Stoffe, EVI, N.A.G.)
0483;0483;–;1;Hexogen (RDX), desensibilisiert
0484;0484;–;1;Oktogen (HMX), desensibilisiert
0485;0485;–;1;Explosive Stoffe, N.A.G.
0486;0486;–;1;Gegenstände mit Explosivstoff, extrem unempfindlich (Gegenstände, EEI)
0487;0487;–;1;Signalkörper, Rauch
0488;0488;–;1;Munition, Übung
0489;0489;–;1;Dinitroglycoluril (DINGU)
0490;0490;–;1;Oxynitrotriazol (ONTA)
0491;0491;–;1;Treibladungen für Geschütze
0492;0493;–;1;Knallkapseln, Eisenbahn
0494;0494;–;1;Perforationshohlladungsträger, geladen, für Erdölbohrlöcher, ohne Zündmittel
0495;0495;–;1;Treibstoff, flüssig
0496;0496;–;1;Octonal
0497;0497;–;1;Treibstoff, flüssig
0498;0499;–;1;Treibstoff, fest
0500;0500;–;1;Zündeinrichtungen für Sprengungen, nicht elektrisch
0501;0501;–;1;Treibstoff, fest
0502;0502;–;1;Raketen, mit inertem Kopf
0503;0503;–;1;Airbag-Gasgeneratoren, pyrotechnisch oder Airbag-Module, pyrotechnisch oder Gurtstraffer, pyrotechnisch oder Sicherheitseinrichtungen, pyrotechnisch
0504;0504;–;1;1H-Tetrazol
0505;0506;–;1;Signalkörper, Seenot, für Schiffe
0507;0507;–;1;Signalkörper, Rauch
0508;0508;–;1;1-Hydroxybenzotriazol, wasserfrei, trocken oder angefeuchtet, mit weniger als 20 Masse-% Wasser
0509;0509;–;1;Treibladungspulver
1001;1001;239;2;Ethin (Acetylen), gelöst
1002;1002;20;2;Luft, verdichtet (Druckluft)
1003;1003;225;2;Luft, tiefgekühlt, flüssig
1005;1005;268;2;Ammoniak, wasserfrei
1006;1006;20;2;Argon, verdichtet
1008;1008;268;2;Bortrifluorid, verdichtet
1009;1009;20;2.2;Bromtrifluormethan (Gas als Kältemittel R 13B1)
1010;1010;239;2;1,2-Butadien, stabilisiert, oder 1,3-Butadien, stabilisiert, oder chemische Gemische von 1,3-Butadien und Kohlenwasserstoffen, stabilisiert, die bei 70°C einen Dampfdruck von nicht mehr als 1,1MPa (11bar) haben und deren Dichte bei 50°C den Wert von 0,525kg/l nicht unterschreitet
1011;1011;23;2;Butan
1012;1012;23;2;1-Buten oder cis-2-Buten oder trans-2-Buten oder Butene, Gemisch
1013;1013;20;2;Kohlenstoffdioxid
1014;1014;25;2;Kohlenstoffdioxid und Sauerstoff, Gemisch, verdichtet
1015;1015;20;2;Kohlenstoffdioxid und Distickstoffmonoxid, Gemisch
1016;1016;263;2;Kohlenstoffmonoxid, verdichtet
1017;1017;265;2;Chlor
1018;1018;20;2;Chlordifluormethan (Gas als Kältemittel R 22)
1020;1020;20;2;Chlorpentafluorethan (Gas als Kältemittel R 115)
1021;1021;20;2;1-Chlor-1,2,2,2-tetrafluorethan (Gas als Kältemittel R 124)
1022;1022;20;2;Chlortrifluormethan (Gas als Kältemittel R 13)
1023;1023;263;2;Stadtgas, verdichtet
1026;1026;263;2;Dicyan
1027;1027;23;2;Cyclopropan
1028;1028;20;2;Dichlordifluormethan (Gas als Kältemittel R 12)
1029;1029;20;2;Dichlormonofluormethan (Gas als Kältemittel R 21)
1030;1030;23;2;1,1-Difluorethan (Gas als Kältemittel R 152a)
1032;1032;23;2;Dimethylamin, wasserfrei
1033;1033;23;2;Dimethylether
1035;1035;23;2.1;Bromtrifluormethan (Gas als Kältemittel R 13B1)
1036;1036;23;2;Ethylamin, wasserfrei
1037;1037;23;2;Ethylchlorid
1038;1038;223;2;Ethen, tiefgekühlt, flüssig
1039;1039;23;2;Ethylmethylether
1040;1040;263;2;Ethylenoxid
1040;1040;263;2;Ethylenoxid mit Stickstoff bis zu einem höchstzulässigen Gesamtdruck von 1MPa (10bar) bei 50°C
1041;1041;239;2;Ethylenoxid und Kohlendioxid, Gemisch mit mehr als 9%, aber höchstens 87% Ethylenoxid
1043;1043;–;2;Düngemittel, Lösung, mit freiem Ammoniak
1044;1044;20;2;Feuerlöscher mit verdichtetem oder verflüssigtem Gas
1045;1045;265;2;Fluor, verdichtet
1046;1046;20;2;Helium, verdichtet
1048;1048;268;2;Bromwasserstoff, wasserfrei
1049;1049;23;2;Wasserstoff, verdichtet
1050;1050;268;2;Chlorwasserstoff, wasserfrei
1051;1051;663;6.1;Cyanwasserstoff, stabilisiert, mit weniger als 3% Wasser
1052;1052;886;8;Fluorwasserstoff, wasserfrei
1053;1053;263;2;Schwefelwasserstoff
1055;1055;23;2;Isobuten
1056;1056;20;2;Krypton, verdichtet
1057;1057;23;2;Feuerzeuge mit entzündbarem Gas oder Nachfüllpatronen für Feuerzeuge mit entzündbarem Gas
1058;1058;20;2;Verflüssigte Gase, nicht entzündbar, überlagert mit Stickstoff, Kohlenstoffdioxid oder Luft
1060;1060;239;2;Methylacetylen und Propadien, Gemisch, stabilisiert (Gemisch P 1) (Gemisch P 2)
1061;1061;23;2;Methylamin, wasserfrei
1062;1062;26;2;Methylbromid, mit höchstens 2% Chlorpikrin
1063;1063;23;2;Methylchlorid (Gas als Kältemittel R 40)
1064;1064;263;2;Methylmercaptan
1065;1065;20;2;Neon, verdichtet
1066;1066;20;2;Stickstoff, verdichtet
1067;1067;265;2;Distickstofftetroxid (Stickstoffdioxid)
1069;1069;268;2;Nitrosylchlorid
1070;1070;25;2;Distickstoffmonoxid
1071;1071;263;2;Ölgas, verdichtet
1072;1072;25;2;Sauerstoff, verdichtet
1073;1073;225;2;Sauerstoff, tiefgekühlt, flüssig
1075;1075;23;2;Petroleumgase, verflüssigt
1076;1076;268;2;Phosgen
1077;1077;23;2;Propen
1078;1078;20;2;Gas als Kältemittel, N.A.G. (Gemisch F 1) (Gemisch F 2) (Gemisch F 3)
1079;1079;268;2;Schwefeldioxid
1080;1080;20;2;Schwefelhexafluorid
1081;1081;239;2;Tetrafluorethylen, stabilisiert
1082;1082;263;2;Chlortrifluorethylen, stabilisiert (Gas als Kältemittel R 1113)
1083;1083;23;2;Trimethylamin, wasserfrei
1085;1085;239;2;Vinylbromid, stabilisiert
1086;1086;239;2;Vinylchlorid, stabilisiert
1087;1087;239;2;Vinylmethylether, stabilisiert
1088;1088;33;3;Acetal
1089;1089;33;3;Ethanal (Acetaldehyd)
1090;1090;33;3;Aceton
1091;1091;33;3;Acetonöle
1092;1092;663;6.1;Propenal (Acrolein), stabilisiert
1093;1093;336;3;Acrylnitril, stabilisiert
1098;1098;663;6.1;Allylalkohol
1099;1099;336;3;Allylbromid
1100;1100;336;3;Allylchlorid
1104;1104;30;3;Amylacetate
1105;1105;30 + 33;3;Pentanole
1106;1106;38 + 338;3;Amylamine
1107;1107;33;3;Amylchloride
1108;1108;33;3;Penten (n-Amylen)
1109;1109;30;3;Amylformiate
1110;1110;33;3;n-Amylmethylketon
1111;1111;33;3;Amylmercaptane
1112;1112;30;3;Amylnitrate
1113;1113;33;3;Amylnitrite
1114;1114;33;3;Benzol
1120;1120;30 + 33;3;Butanole
1123;1123;30 + 33;3;Butylacetate
1125;1125;338;3;n-Butylamin
1126;1126;33;3;1-Brombutan
1127;1127;33;3;Chlorbutane
1128;1128;33;3;n-Butylformiat
1129;1129;33;3;Butyraldehyd
1130;1130;30;3;Campheröl (Kampferöl)
1131;1131;336;3;Kohlenstoffdisulfid
1133;1133;30 + 33;3;Klebstoffe, die eine entzündbare Flüssigkeit enthalten
1134;1134;30;3;Chlorbenzol
1135;1135;663;6.1;Chlorethanol (Ethylenchlorhydrin)
1136;1136;30 + 33;3;Steinkohlenteerdestillate, entzündbar
1139;1139;30 + 33;3;Schutzanstrichlösung (einschließlich zu Industrie- oder anderen Zwecken verwendete Oberflächenbehandlungen oder Beschichtungen, wie Zwischenbeschichtung für Fahrzeugkarosserien, Auskleidung für Fässer)
1143;1143;663;6.1;Crotonaldehyd oder Crotonaldehyd, stabilisiert
1144;1144;339;3;Crotonylen
1145;1145;33;3;Cyclohexan
1146;1146;33;3;Cyclopentan
1147;1147;30;3;Decalin (Decahydronaphthalen)
1148;1148;30 + 33;3;Diacetonalkohol, technisch
1149;1149;30;3;Dibutylether
1150;1150;33;3;1,2-Dichlorethylen
1152;1152;30;3;Dichlorpentane
1153;1153;30;3;Ethylenglycoldiethylether
1154;1154;338;3;Diethylamin
1155;1155;33;3;Diethylether (Ethylether)
1156;1156;33;3;Diethylketon
1157;1157;30;3;Diisobutylketon
1158;1158;338;3;Diisopropylamin
1159;1159;33;3;Diisopropylether
1160;1160;338;3;Dimethylamin, wässrige Lösung
1161;1161;33;3;Dimethylcarbonat
1162;1162;X338;3;Dimethyldichlorsilan
1163;1163;663;6.1;Dimethylhydrazin, asymmetrisch
1164;1164;33;3;Dimethylsulfid
1165;1165;33;3;Dioxan
1166;1166;33;3;Dioxolan
1167;1167;339;3;Divinylether, stabilisiert
1169;1169;30 + 33;3;Extrakte, aromatisch, flüssig
1170;1170;30 + 33;3;Ethanol (Ethylalkohol) oder Ethanol-Lösung
1171;1171;30;3;Ethylenglycolmonoethylether
1172;1172;30;3;Ethylenglycolmonoethyletheracetat
1173;1173;33;3;Ethylacetat
1175;1175;33;3;Ethylbenzol (Ethylbenzen)
1176;1176;33;3;Ethylborat (Triethylborat)
1177;1177;30;3;2-Ethylbutylacetat
1178;1178;33;3;2-Ethylbutyraldehyd
1179;1179;33;3;Ethylbutylether
1180;1180;30;3;Ethylbutyrat
1181;1181;63;6.1;Ethylchloracetat
1182;1182;663;6.1;Ethylchlorformiat
1183;1183;X338;4.3;Dimethyldichlorsilan
1184;1184;336;3;Ethylendichlorid
1185;1185;663;6.1;Ethylenimin, stabilisiert
1188;1188;30;3;Ethylenglycolmonomethylether
